name,code
Tranzystor PNP S8550 TO-18 uniwersalny,9BV30R
Tranzystor MOSFET N-kanal STP55NF06 SOT-23 niski Rds(on),DNZFB5
Stabilizator napiecia LM317 SOT-223 liniowy,48UL9X
Cewka ferrytowa 220 uH 1 A,L0QAIJ
Rezonator kwarcowy 32 MHz SMD 5032 20 ppm,2GI04V
Uklad logiczny 74HC138 TSSOP-14 przemyslowy,7LGG5W
Mikrokontroler PIC16F877A QFN 8 MHz,EY1SC1
Rezystor metalizowany 10 ohm 0.5 W 0.5%,4WNAVG
Rezystor SMD 10 ohm 1206 5% przemyslowy,1O4FT6
Potencjometr montazowy 10 kOhm precyzyjny THT,PTFF4O
Kondensator ceramiczny 220 pF 25 V Y5V,NLIDKL
Kondensator elektrolityczny 22 uF 10 V Low ESR,T19KNQ
Kondensator foliowy 47 nF 250 V PPS,YYO265
Dioda prostownicza UF4002 SMC 1 A,1M7CBN
Dioda Schottky BAT54 SMB 0.5 A,VK2XG0
Dioda Zenera 9.1 V 1 W SMA,K0H1A0
Dioda LED niebieska 5 mm clear,WUJKPF
Tranzystor NPN S8050 TO-18 wysokie wzmocnienie,KLVPJ8
Tranzystor PNP S8550 TO-18 wysokie wzmocnienie,C9ZOGU
Tranzystor MOSFET N-kanal STP55NF06 SO-8 logic level,374X7Y
Stabilizator napiecia LM317 SOT-223 niski spadek,VNH578
Cewka ferrytowa 470 uH 0.5 A,WUFK9I
Rezonator kwarcowy 32 MHz SMD 5032 30 ppm,SL4XGO
Uklad logiczny 74HC138 DIP-16 standard,T5SSPF
Mikrokontroler PIC16F877A QFN 16 MHz,KBBJ2L
Rezystor metalizowany 10 ohm 0.5 W 0.25%,LKQ4A1
Rezystor SMD 10 ohm 1206 5% precyzyjny,CI7JGQ
Potencjometr montazowy 10 kOhm precyzyjny SMD,YSMMT6
Kondensator ceramiczny 220 pF 25 V NP0,EP3DJB
Kondensator elektrolityczny 22 uF 10 V 105C,OE32UG
Kondensator foliowy 47 nF 250 V pulsowy,TPK3JD
Dioda prostownicza UF4002 SMC 2 A,WG6XVE
Dioda Schottky BAT54 SMB 1 A,ACAZG2
Dioda Zenera 9.1 V 1 W MELF,7KVGIG
Dioda LED niebieska 5 mm ciepla,W0OHV1
Tranzystor NPN S8050 TO-18 szybki,FMRKIH
Tranzystor PNP S8550 TO-18 szybki,7TGWYL
Tranzystor MOSFET N-kanal STP55NF06 SO-8 niski Rds(on),MJXN7X
Stabilizator napiecia LM317 SOT-223 uniwersalny,I0R0A6
Cewka ferrytowa 470 uH 1 A,ROQRZK
Rezonator kwarcowy 32 MHz SMD 5032 50 ppm,HM01C2
Uklad logiczny 74HC138 DIP-16 przemyslowy,MVD9JA
Mikrokontroler PIC16F877A QFN 48 MHz,0P53CO
Rezystor metalizowany 22 ohm 0.125 W 1%,JQ70JS
Rezystor SMD 10 ohm 1210 1% niski szum,8CUEM3
Potencjometr montazowy 20 kOhm liniowy THT,1WISUE
Kondensator ceramiczny 220 pF 50 V X7R,9S5MOW
Kondensator elektrolityczny 22 uF 16 V radialny,EF0YNS
Kondensator foliowy 100 nF 63 V MKT,RDG81U
Dioda prostownicza UF4003 DO-41 1 A,LF4EYO
Dioda Schottky BAT85 DO-41 0.5 A,AXN499
Dioda Zenera 12 V 0.25 W DO-35,DCB2EY
Dioda LED niebieska 0603 standard,7PMVWP
Tranzystor NPN MMBT3904 TO-92 niskoszumny,ARK4OA
Tranzystor PNP MMBT3906 TO-92 niskoszumny,PS24SQ
Tranzystor MOSFET N-kanal FDN306N TO-220 logic level,XCJP6R
Stabilizator napiecia LM1117-1.8 TO-92 liniowy,2J77PN
Rezonator kwarcowy 40 MHz HC-49 20 ppm,Q9LODL
Uklad logiczny 74HC165 DIP-14 standard,4DIO6U
Mikrokontroler ESP32-C3 DIP 8 MHz,QTEMXS
Rezystor metalizowany 22 ohm 0.125 W 2%,CYQO4X
Rezystor SMD 10 ohm 1210 1% standard,0PFWHD
Potencjometr montazowy 20 kOhm liniowy SMD,T368II
Kondensator ceramiczny 220 pF 50 V C0G,VQLQLY
Kondensator elektrolityczny 22 uF 16 V osiowy,4QVYWX
Kondensator foliowy 100 nF 63 V MKP,VINVPK
Dioda prostownicza UF4003 DO-41 2 A,89IAO3
Dioda Schottky BAT85 DO-41 1 A,SI61GK
Dioda Zenera 12 V 0.25 W SOD-123,QAXZUX
Dioda LED niebieska 0603 jasna,2TKYQV
Tranzystor NPN MMBT3904 TO-92 uniwersalny,7NHI6W
Tranzystor PNP MMBT3906 TO-92 uniwersalny,TSFWMB
Tranzystor MOSFET N-kanal FDN306N TO-220 niski Rds(on),RMTZWT
Stabilizator napiecia LM1117-1.8 TO-92 niski spadek,85LX0A
Rezonator kwarcowy 40 MHz HC-49 30 ppm,XOWBLQ
Uklad logiczny 74HC165 DIP-14 przemyslowy,KSSUDD
Mikrokontroler ESP32-C3 DIP 16 MHz,5RAEMZ
Rezystor metalizowany 22 ohm 0.125 W 5%,1V40AX
Rezystor SMD 10 ohm 1210 1% wysoka stabilnosc,KFRZJF
Potencjometr montazowy 20 kOhm logarytmiczny THT,RLYI3U
Kondensator ceramiczny 220 pF 50 V Y5V,6S1AEM
Kondensator elektrolityczny 22 uF 16 V Low ESR,BNYHWY
Kondensator foliowy 100 nF 63 V PPS,GU9SKW
Dioda prostownicza UF4003 SMA 1 A,U6E1MK
Dioda Schottky BAT85 SOD-123 0.5 A,LTCHHZ
Dioda Zenera 12 V 0.25 W SMA,0HRYQC
Dioda LED niebieska 0603 superjasna,X11EC6
Tranzystor NPN MMBT3904 TO-92 wysokie wzmocnienie,LHLPL6
Tranzystor PNP MMBT3906 TO-92 wysokie wzmocnienie,AVU6K0
Tranzystor MOSFET N-kanal FDN306N TO-252 logic level,E0KYKH
Stabilizator napiecia LM1117-1.8 TO-92 uniwersalny,XKUCSV
Rezonator kwarcowy 40 MHz HC-49 50 ppm,AAROBP
Uklad logiczny 74HC165 SOIC-14 standard,IXRLHI
Mikrokontroler ESP32-C3 DIP 48 MHz,6JQQMJ
Rezystor metalizowany 22 ohm 0.125 W 10%,2KNI88
Rezystor SMD 10 ohm 1210 1% motoryzacyjny,65Q9UH
Potencjometr montazowy 20 kOhm logarytmiczny SMD,L1KD94
Kondensator ceramiczny 220 pF 50 V NP0,9ZVZ3U
Kondensator elektrolityczny 22 uF 16 V 105C,5AP2XU
Kondensator foliowy 100 nF 63 V pulsowy,22RLDQ
Dioda prostownicza UF4003 SMA 2 A,FZ94ZI
Dioda Schottky BAT85 SOD-123 1 A,V0POWN
Dioda Zenera 12 V 0.25 W MELF,M5FLGC
Dioda LED niebieska 0603 dyfuzyjna,QRW5P8
Tranzystor NPN MMBT3904 TO-92 szybki,JWNHPW
Tranzystor PNP MMBT3906 TO-92 szybki,0X0OHS
Tranzystor MOSFET N-kanal FDN306N TO-252 niski Rds(on),MNGQCB
Stabilizator napiecia LM1117-1.8 TO-220 liniowy,4KZRAQ
Rezonator kwarcowy 40 MHz SMD 3225 20 ppm,2PZH21
Uklad logiczny 74HC165 SOIC-14 przemyslowy,NMIX2J
Mikrokontroler ESP32-C3 TQFP 8 MHz,FDPMI9
Rezystor metalizowany 22 ohm 0.125 W 0.5%,2JSIUR
Rezystor SMD 10 ohm 1210 1% przemyslowy,U76MQC
Potencjometr montazowy 20 kOhm precyzyjny THT,T7GI2O
Kondensator ceramiczny 220 pF 100 V X7R,Q8U9E3
Kondensator elektrolityczny 22 uF 25 V radialny,OZV2UB
Kondensator foliowy 100 nF 100 V MKT,0LVXG6
Dioda prostownicza UF4003 SMB 1 A,LF3TTE
Dioda Schottky BAT85 SMA 0.5 A,2GJEJT
Dioda Zenera 12 V 0.5 W DO-35,8HQ90K
Dioda LED niebieska 0603 clear,Q6VB4N
Tranzystor NPN MMBT3904 SOT-23 niskoszumny,OVNSME
Tranzystor PNP MMBT3906 SOT-23 niskoszumny,VM5OI4
Tranzystor MOSFET N-kanal FDN306N SOT-23 logic level,II1F99
Stabilizator napiecia LM1117-1.8 TO-220 niski spadek,NDA49N
Rezonator kwarcowy 40 MHz SMD 3225 30 ppm,8WMHOJ
Uklad logiczny 74HC165 TSSOP-14 standard,U8KFVL
Mikrokontroler ESP32-C3 TQFP 16 MHz,3PKHP7
Rezystor metalizowany 22 ohm 0.125 W 0.25%,9USES8
Rezystor SMD 10 ohm 1210 1% precyzyjny,SEGKXS
Potencjometr montazowy 20 kOhm precyzyjny SMD,T9AIAF
Kondensator ceramiczny 220 pF 100 V C0G,KW70YV
Kondensator elektrolityczny 22 uF 25 V osiowy,VF4VTF
Kondensator foliowy 100 nF 100 V MKP,JJTLE6
Dioda prostownicza UF4003 SMB 2 A,LTG0QB
Dioda Schottky BAT85 SMA 1 A,RUNZ8P
Dioda Zenera 12 V 0.5 W SOD-123,T7YJ4O
Dioda LED niebieska 0603 ciepla,DMBP0Z
Tranzystor NPN MMBT3904 SOT-23 uniwersalny,YQ7IZP
Tranzystor PNP MMBT3906 SOT-23 uniwersalny,B3PUN2
Tranzystor MOSFET N-kanal FDN306N SOT-23 niski Rds(on),B4HTER
Stabilizator napiecia LM1117-1.8 TO-220 uniwersalny,8C4Q07
Rezonator kwarcowy 40 MHz SMD 3225 50 ppm,5S5GSI
Uklad logiczny 74HC165 TSSOP-14 przemyslowy,4OSDJ4
Mikrokontroler ESP32-C3 TQFP 48 MHz,FUZOQB
Rezystor metalizowany 22 ohm 0.25 W 1%,0WL6VR
Rezystor SMD 10 ohm 1210 2% niski szum,TV3ZYX
Potencjometr montazowy 50 kOhm liniowy THT,TU6IFE
Kondensator ceramiczny 220 pF 100 V Y5V,LD6SFS
Kondensator elektrolityczny 22 uF 25 V Low ESR,H6XETX
Kondensator foliowy 100 nF 100 V PPS,MX2L6M
Dioda prostownicza UF4003 SMC 1 A,HKRXIU
Dioda Schottky BAT85 SMB 0.5 A,5UEKKA
Dioda Zenera 12 V 0.5 W SMA,T648ST
Dioda LED niebieska 0805 standard,QMC9RW
Tranzystor NPN MMBT3904 SOT-23 wysokie wzmocnienie,JWVD5E
Tranzystor PNP MMBT3906 SOT-23 wysokie wzmocnienie,OUW54O
Tranzystor MOSFET N-kanal FDN306N SO-8 logic level,AR4ISR
Stabilizator napiecia LM1117-1.8 SOT-223 liniowy,S8DVHP
Rezonator kwarcowy 40 MHz SMD 5032 20 ppm,DKBY1C
Uklad logiczny 74HC165 DIP-16 standard,2WNILA
Mikrokontroler ESP32-C3 QFN 8 MHz,7J3ZL8
Rezystor metalizowany 22 ohm 0.25 W 2%,HMVUGP
Rezystor SMD 10 ohm 1210 2% standard,BD7U4M
Potencjometr montazowy 50 kOhm liniowy SMD,0XDD5T
Kondensator ceramiczny 220 pF 100 V NP0,OLLQ7W
Kondensator elektrolityczny 22 uF 25 V 105C,TW5VN6
Kondensator foliowy 100 nF 100 V pulsowy,EBYTSK
Dioda prostownicza UF4003 SMC 2 A,VZG7N1
Dioda Schottky BAT85 SMB 1 A,BNYIVH
Dioda Zenera 12 V 0.5 W MELF,2QRBSQ
Dioda LED niebieska 0805 jasna,1R62LJ
Tranzystor NPN MMBT3904 SOT-23 szybki,346YTY
Tranzystor PNP MMBT3906 SOT-23 szybki,A97IEQ
Tranzystor MOSFET N-kanal FDN306N SO-8 niski Rds(on),OEUY66
Stabilizator napiecia LM1117-1.8 SOT-223 niski spadek,01DPC6
Rezonator kwarcowy 40 MHz SMD 5032 30 ppm,F1N1TD
Uklad logiczny 74HC165 DIP-16 przemyslowy,KED7GH
Mikrokontroler ESP32-C3 QFN 16 MHz,PGJRED
Rezystor metalizowany 22 ohm 0.25 W 5%,XLWFCA
Rezystor SMD 10 ohm 1210 2% wysoka stabilnosc,EGZIL1
Potencjometr montazowy 50 kOhm logarytmiczny THT,QV43QF
Kondensator ceramiczny 470 pF 16 V X7R,1VWCYJ
Kondensator elektrolityczny 47 uF 6.3 V radialny,K5SXUP
Kondensator foliowy 100 nF 250 V MKT,RFHTR7
Dioda Zenera 12 V 1 W DO-35,2BKJQE
Dioda LED niebieska 0805 superjasna,EVUIOR
Tranzystor NPN MMBT3904 TO-18 niskoszumny,8PNZZU
Tranzystor PNP MMBT3906 TO-18 niskoszumny,9E86JO
Stabilizator napiecia LM1117-1.8 SOT-223 uniwersalny,WTP2MJ
Rezonator kwarcowy 40 MHz SMD 5032 50 ppm,FBB6EN
Mikrokontroler ESP32-C3 QFN 48 MHz,54BJM6
Rezystor metalizowany 22 ohm 0.25 W 10%,91MK5J
Rezystor SMD 10 ohm 1210 2% motoryzacyjny,NBBHXP
Potencjometr montazowy 50 kOhm logarytmiczny SMD,5OMNID
Kondensator ceramiczny 470 pF 16 V C0G,6H1OYP
Kondensator elektrolityczny 47 uF 6.3 V osiowy,G37LDA
Kondensator foliowy 100 nF 250 V MKP,Z7FIMC
Dioda Zenera 12 V 1 W SOD-123,XKOKEG
Dioda LED niebieska 0805 dyfuzyjna,BJ6CW0
Tranzystor NPN MMBT3904 TO-18 uniwersalny,UD7KHI
Tranzystor PNP MMBT3906 TO-18 uniwersalny,WBGFJX
Stabilizator napiecia LM1117-3.3 TO-92 liniowy,GDV6DA
Mikrokontroler RP2040 DIP 8 MHz,N643H6
Rezystor metalizowany 22 ohm 0.25 W 0.5%,8VL3KN
Rezystor SMD 10 ohm 1210 2% przemyslowy,98ZJJ1
Potencjometr montazowy 50 kOhm precyzyjny THT,2T113H
Kondensator ceramiczny 470 pF 16 V Y5V,H6XU6P
Kondensator elektrolityczny 47 uF 6.3 V Low ESR,OTTCIR
Kondensator foliowy 100 nF 250 V PPS,0KQMVV
Dioda Zenera 12 V 1 W SMA,0T7RIN
Dioda LED niebieska 0805 clear,55KKIK
Tranzystor NPN MMBT3904 TO-18 wysokie wzmocnienie,2KRHFH
Tranzystor PNP MMBT3906 TO-18 wysokie wzmocnienie,F2KHZA
Stabilizator napiecia LM1117-3.3 TO-92 niski spadek,DKS2WB
Mikrokontroler RP2040 DIP 16 MHz,TZ9U3V
Rezystor metalizowany 22 ohm 0.25 W 0.25%,6I5FXG
Rezystor SMD 10 ohm 1210 2% precyzyjny,XVL9CO
Potencjometr montazowy 50 kOhm precyzyjny SMD,2UI7HV
Kondensator ceramiczny 470 pF 16 V NP0,H9EE5B
Kondensator elektrolityczny 47 uF 6.3 V 105C,QJVP4F
Kondensator foliowy 100 nF 250 V pulsowy,0NYT7T
Dioda Zenera 12 V 1 W MELF,0PPRGB
Dioda LED niebieska 0805 ciepla,GSYXEU
Tranzystor NPN MMBT3904 TO-18 szybki,040UAH
Tranzystor PNP MMBT3906 TO-18 szybki,IOZX74
Stabilizator napiecia LM1117-3.3 TO-92 uniwersalny,8ASRQK
Mikrokontroler RP2040 DIP 48 MHz,327VXI
Rezystor metalizowany 22 ohm 0.5 W 1%,UUOIGF
Rezystor SMD 10 ohm 1210 5% niski szum,5OKMEN
Potencjometr montazowy 100 kOhm liniowy THT,864QBE
Kondensator ceramiczny 470 pF 25 V X7R,99JHC2
Kondensator elektrolityczny 47 uF 10 V radialny,PZJXU1
Kondensator foliowy 220 nF 63 V MKT,G7RBZ2
Dioda Zenera 15 V 0.25 W DO-35,745KM0
Dioda LED niebieska 1206 standard,G5VY45
Tranzystor NPN PN2222 TO-92 niskoszumny,6BDM9F
Tranzystor PNP PN2907 TO-92 niskoszumny,3G10AD
Stabilizator napiecia LM1117-3.3 TO-220 liniowy,9UTJH7
Mikrokontroler RP2040 TQFP 8 MHz,BTGBXB
Rezystor metalizowany 22 ohm 0.5 W 2%,CRREVP
Rezystor SMD 10 ohm 1210 5% standard,6I33NW
Potencjometr montazowy 100 kOhm liniowy SMD,NU2LCM
Kondensator ceramiczny 470 pF 25 V C0G,CI2FLC
Kondensator elektrolityczny 47 uF 10 V osiowy,RZQZEG
Kondensator foliowy 220 nF 63 V MKP,QZ6YT3
Dioda Zenera 15 V 0.25 W SOD-123,37G0MG
Dioda LED niebieska 1206 jasna,OTY5Y6
Inwerter DC/AC 12V 1500W,A94ZZ4
Inwerter DC/AC 48V 3000W,A94MAZ
Akumulator AGM 48V 150Ah,06OTEA
Akumulator kwasowy 12V 200Ah,06OTEA
Turbina wiatrowa 400W 48V,WITR48
Turbina wiatrowa 400W 24V,WITR24
Stabilizator napiecia LM1117-3.3 TO-220 niski spadek,00FH4V
Mikrokontroler RP2040 TQFP 16 MHz,YEAC34
Rezystor metalizowany 22 ohm 0.5 W 5%,EV3L7G
Rezystor SMD 10 ohm 1210 5% wysoka stabilnosc,NOYO5U
Potencjometr montazowy 100 kOhm logarytmiczny THT,ALZAXJ
Kondensator ceramiczny 470 pF 25 V Y5V,PKRVRD
Kondensator elektrolityczny 47 uF 10 V Low ESR,ONNRZU
Kondensator foliowy 220 nF 63 V PPS,O81BL0
Dioda Zenera 15 V 0.25 W SMA,8BRDQA
Dioda LED niebieska 1206 superjasna,DA8YAL
Tranzystor NPN PN2222 TO-92 wysokie wzmocnienie,2MHRQZ
Tranzystor PNP PN2907 TO-92 wysokie wzmocnienie,41AD1B
Stabilizator napiecia LM1117-3.3 TO-220 uniwersalny,DFR0FK
Mikrokontroler RP2040 TQFP 48 MHz,T1SWHK
Rezystor metalizowany 22 ohm 0.5 W 10%,W6YO0G
Rezystor SMD 10 ohm 1210 5% motoryzacyjny,LJDS1S
Potencjometr montazowy 100 kOhm logarytmiczny SMD,AX7CF8
Kondensator ceramiczny 470 pF 25 V NP0,VI0K7Y
Kondensator elektrolityczny 47 uF 10 V 105C,PKMMIQ
Kondensator foliowy 220 nF 63 V pulsowy,PX5M3X
Dioda Zenera 15 V 0.25 W MELF,Q4HGJG
Dioda LED niebieska 1206 dyfuzyjna,8DNQSS
Tranzystor NPN PN2222 TO-92 szybki,X766B6
Tranzystor PNP PN2907 TO-92 szybki,E2HMB1
Stabilizator napiecia LM1117-3.3 SOT-223 liniowy,JVG411
Mikrokontroler RP2040 QFN 8 MHz,1LJ5PI
Rezystor metalizowany 22 ohm 0.5 W 0.5%,KTXGI4
Rezystor SMD 10 ohm 1210 5% przemyslowy,WXSW2K
Potencjometr montazowy 100 kOhm precyzyjny THT,K981XU
Kondensator ceramiczny 470 pF 50 V X7R,HLXMIT
Kondensator elektrolityczny 47 uF 16 V radialny,7FYTA8
Kondensator foliowy 220 nF 100 V MKT,CDL9EK
Dioda Zenera 15 V 0.5 W DO-35,7K3GSA
Dioda LED niebieska 1206 clear,P87D36
Tranzystor NPN PN2222 SOT-23 niskoszumny,LK0Z7C
Tranzystor PNP PN2907 SOT-23 niskoszumny,7D4GLS
Stabilizator napiecia LM1117-3.3 SOT-223 niski spadek,VDI2QI
Mikrokontroler RP2040 QFN 16 MHz,RY6NSO
Rezystor metalizowany 22 ohm 0.5 W 0.25%,KQ43OC
Rezystor SMD 10 ohm 1210 5% precyzyjny,3LJVKX
Potencjometr montazowy 100 kOhm precyzyjny SMD,VHTJ3J
Kondensator ceramiczny 470 pF 50 V C0G,SLVOF7
Kondensator elektrolityczny 47 uF 16 V osiowy,UBGY94
Kondensator foliowy 220 nF 100 V MKP,ZRKM08
Dioda Zenera 15 V 0.5 W SOD-123,4T5NDP
Dioda LED niebieska 1206 ciepla,MUUMQQ
Tranzystor NPN PN2222 SOT-23 uniwersalny,RFCA46
Tranzystor PNP PN2907 SOT-23 uniwersalny,17YCPS
Stabilizator napiecia LM1117-3.3 SOT-223 uniwersalny,P9P0UJ
Mikrokontroler RP2040 QFN 48 MHz,50BI64
Rezystor metalizowany 47 ohm 0.125 W 1%,EMN02K
Rezystor SMD 22 ohm 0402 1% niski szum,TCX5VV
Potencjometr montazowy 200 kOhm liniowy THT,BH5G5S
Kondensator ceramiczny 470 pF 50 V Y5V,XNN9T6
Kondensator elektrolityczny 47 uF 16 V Low ESR,CEH9QS
Kondensator foliowy 220 nF 100 V PPS,XAOXYU
Dioda Zenera 15 V 0.5 W SMA,T23MIZ
Dioda LED zolta 3 mm standard,A19PJO
Tranzystor NPN PN2222 SOT-23 wysokie wzmocnienie,B3JXF9
Tranzystor PNP PN2907 SOT-23 wysokie wzmocnienie,0VSKBU
Rezystor metalizowany 47 ohm 0.125 W 2%,KFQCA5
Rezystor SMD 22 ohm 0402 1% standard,7HFASN
Potencjometr montazowy 200 kOhm liniowy SMD,ZVW2W6
Kondensator ceramiczny 470 pF 50 V NP0,1DPMPM
Kondensator elektrolityczny 47 uF 16 V 105C,BR2X46
Kondensator foliowy 220 nF 100 V pulsowy,MLUJEA
Dioda Zenera 15 V 0.5 W MELF,VILE2W
Dioda LED zolta 3 mm jasna,2XASY5
Tranzystor NPN PN2222 SOT-23 szybki,5QLS6B
Tranzystor PNP PN2907 SOT-23 szybki,UCKH86
Rezystor metalizowany 47 ohm 0.125 W 5%,PS1VPE
Rezystor SMD 22 ohm 0402 1% wysoka stabilnosc,F6ZIYO
Potencjometr montazowy 200 kOhm logarytmiczny THT,8NJAZT
Kondensator ceramiczny 470 pF 100 V X7R,Q9C8PI
Kondensator elektrolityczny 47 uF 25 V radialny,TY5RX4
Kondensator foliowy 220 nF 250 V MKT,8NHMCO
Dioda Zenera 15 V 1 W DO-35,9WBF9M
Dioda LED zolta 3 mm superjasna,MWRKS8
Tranzystor NPN PN2222 TO-18 niskoszumny,6QK5AU
Tranzystor PNP PN2907 TO-18 niskoszumny,SO0LY9
Rezystor metalizowany 47 ohm 0.125 W 10%,Q6A8G3
Rezystor SMD 22 ohm 0402 1% motoryzacyjny,CDOA2D
Potencjometr montazowy 200 kOhm logarytmiczny SMD,O49VVD
Kondensator ceramiczny 470 pF 100 V C0G,VXMT3G
Kondensator elektrolityczny 47 uF 25 V osiowy,1UH35C
Kondensator foliowy 220 nF 250 V MKP,E78E1L
Dioda Zenera 15 V 1 W SOD-123,HNKUXJ
Dioda LED zolta 3 mm dyfuzyjna,PP2BHP
Tranzystor NPN PN2222 TO-18 uniwersalny,PNPIEC
Rezystor metalizowany 47 ohm 0.125 W 0.5%,YIU6AN
Rezystor SMD 22 ohm 0402 1% przemyslowy,7U5PX8
Potencjometr montazowy 200 kOhm precyzyjny THT,WUMJ1I
Kondensator ceramiczny 470 pF 100 V Y5V,J60KZD
Kondensator elektrolityczny 47 uF 25 V Low ESR,G93Z1G
Kondensator foliowy 220 nF 250 V PPS,VQ85UU
Dioda Zenera 15 V 1 W SMA,03G9TC
Tranzystor NPN PN2222 TO-18 wysokie wzmocnienie,ABND7Y
Tranzystor PNP PN2907 TO-18 wysokie wzmocnienie,7DFI8W
Rezystor metalizowany 47 ohm 0.125 W 0.25%,C221R2
Rezystor SMD 22 ohm 0402 1% precyzyjny,88ZAKG
Potencjometr montazowy 200 kOhm precyzyjny SMD,ECROW7
Kondensator ceramiczny 470 pF 100 V NP0,IVGK8G
Kondensator elektrolityczny 47 uF 25 V 105C,00X9JE
Kondensator foliowy 220 nF 250 V pulsowy,RBGG30
Dioda Zenera 15 V 1 W MELF,WVLB76
Dioda LED zolta 3 mm ciepla,I39HZO
